Character,Frequency,Radical_position,Radical,Strokes
鑢,8766,金 167.15,金,23
钑,8767,金 167.3,金,8
饟,8768,食 184.17,食,25
鯅,8769,魚 195.7,魚,17
鼊,8770,黽 205.13,黽,26
䴖,8771,鳥 196.8,鳥,19
簫,8772,竹 118.12,竹,19
粛,8773,聿 129.6,聿,11
粻,8774,米 119.8,米,14
饈,8775,食 184.11,食,18
盌,8776,皿 108.5,皿,10
瞂,8777,目 109.9,目,14
鋅,8778,金 167.7,金,15
靮,8779,革 177.3,革,12
盨,8780,皿 108.12,皿,17
県,8781,目 109.4,目,9
箥,8782,竹 118.8,竹,14
簕,8783,竹 118.10,竹,17
臖,8784,肉 130.16,肉,20
鎔,8785,金 167.10,金,18
鏐,8786,金 167.11,金,19
顔,8787,頁 181.9,頁,18
盿,8788,目 109.4,目,9
萵,8789,艸 140.9,艸,11
蔊,8790,艸 140.11,艸,14
覥,8791,見 147.8,見,15
貲,8792,貝 154.5,貝,13
驢,8793,馬 187.16,馬,26
鶸,8794,鳥 196.10,鳥,21
磑,8795,石 112.10,石,15
窎,8796,穴 116.5,穴,10
詒,8797,言 149.5,言,12
鉔,8798,金 167.5,金,13
鏱,8799,金 167.11,金,19
隺,8800,隹 172.2,隹,10
饜,8801,食 184.14,食,23
荘,8802,艸 140.6,艸,9
蒻,8803,艸 140.10,艸,13
蔴,8804,艸 140.11,艸,14
裛,8805,衣 145.7,衣,13
鈙,8806,金 167.4,金,12
鎋,8807,金 167.10,金,18
鑀,8808,金 167.13,金,21
髴,8809,髟 190.5,髟,15
鴓,8810,鳥 196.5,鳥,16
鸴,8811,鳥 196.13,鳥,10
黿,8812,黽 205.4,黽,17
秹,8813,禾 115.6,禾,11
茢,8814,艸 140.6,艸,9
蘁,8815,艸 140.16,艸,19
蚑,8816,虫 142.4,虫,10
鏻,8817,金 167.12,金,20
霤,8818,雨 173.10,雨,18
霩,8819,雨 173.11,雨,18
頺,8820,頁 181.7,頁,16
餚,8821,食 184.8,食,16
鯂,8822,魚 195.7,魚,18
籔,8823,竹 118.15,竹,21
蕁,8824,艸 140.12,艸,15
蘘,8825,艸 140.17,艸,20
雑,8826,隹 172.6,隹,14
鬶,8827,鬲 193.8,鬲,18
鯵,8828,魚 195.8,魚,19
鰧,8829,魚 195.10,魚,21
鱂,8830,魚 195.11,魚,22
鳂,8831,魚 195.9,魚,17
鵟,8832,鳥 196.7,鳥,18
盠,8833,皿 108.9,皿,14
盳,8834,目 109.3,目,8
盽,8835,目 109.4,目,9
眃,8836,目 109.4,目,9
眏,8837,目 109.5,目,10
睧,8838,目 109.8,目,13
硄,8839,石 112.6,石,11
碔,8840,石 112.8,石,13
碦,8841,石 112.9,石,14
碸,8842,石 112.9,石,14
磃,8843,石 112.10,石,15
礘,8844,石 112.14,石,19
礮,8845,石 112.16,石,21
祘,8846,示 113.5,示,10
禤,8847,示 113.11,示,15
秌,8848,火 86.5,火,9
秙,8849,禾 115.5,禾,10
秢,8850,禾 115.5,禾,10
稧,8851,禾 115.9,禾,14
稬,8852,禾 115.9,禾,14
稲,8853,禾 115.9,禾,14
稸,8854,禾 115.10,禾,15
穜,8855,禾 115.12,禾,17
竒,8856,立 117.4,立,9
筶,8857,竹 118.7,竹,13
篬,8858,竹 118.10,竹,16
籒,8859,竹 118.15,竹,21
籜,8860,竹 118.16,竹,22
籞,8861,竹 118.16,竹,23
籶,8862,米 119.2,米,8
糂,8863,米 119.9,米,15
糉,8864,米 119.9,米,15
綡,8865,糸 120.8,糸,14
綶,8866,糸 120.8,糸,14
緄,8867,糸 120.8,糸,14
緗,8868,糸 120.9,糸,15
緼,8869,糸 120.9,糸,15
縁,8870,糸 120.9,糸,15
縋,8871,糸 120.10,糸,15
縞,8872,糸 120.10,糸,16
繤,8873,糸 120.12,糸,17
繧,8874,糸 120.12,糸,18
繬,8875,糸 120.13,糸,19
纃,8876,糸 120.14,糸,20
纉,8877,糸 120.15,糸,21
纒,8878,糸 120.16,糸,22
纗,8879,糸 120.18,糸,24
罯,8880,网 122.9,网,14
羀,8881,网 122.12,网,18
耴,8882,耳 128.1,耳,7
肍,8883,肉 130.2,肉,6
腨,8884,肉 130.9,肉,13
膗,8885,肉 130.11,肉,15
膟,8886,肉 130.11,肉,15
舦,8887,舟 137.4,舟,10
艊,8888,舟 137.8,舟,14
菄,8889,艸 140.8,艸,11
葾,8890,艸 140.9,艸,12
蒕,8891,艸 140.10,艸,13
蒘,8892,艸 140.10,艸,13
蒧,8893,艸 140.10,艸,13
蓃,8894,艸 140.10,艸,12
蓆,8895,艸 140.10,艸,13
蔱,8896,艸 140.10,艸,13
蘔,8897,艸 140.16,艸,19
蟨,8898,虫 142.12,虫,18
蠪,8899,虫 142.16,虫,22
襖,8900,衣 145.13,衣,17
誇,8901,言 149.6,言,13
謟,8902,言 149.10,言,17
讙,8903,言 149.18,言,24
谽,8904,谷 150.7,谷,14
踨,8905,足 157.8,足,15
躉,8906,足 157.13,足,19
躱,8907,身 158.6,身,13
輗,8908,車 159.8,車,15
釔,8909,金 167.1,金,9
鋕,8910,金 167.7,金,15
鎚,8911,金 167.10,金,17
韆,8912,革 177.15,革,24
鯶,8913,魚 195.9,魚,20
鳋,8914,魚 195.9,魚,17
鹒,8915,鳥 196.8,鳥,13
篭,8916,竹 118.10,竹,16
縜,8917,糸 120.10,糸,16
腣,8918,肉 130.9,肉,13
赲,8919,走 156.2,走,9
馻,8920,馬 187.4,馬,14
磞,8921,石 112.11,石,16
睕,8922,目 109.8,目,13
瞜,8923,目 109.11,目,16
碠,8924,石 112.9,石,14
磽,8925,石 112.12,石,17
簘,8926,竹 118.12,竹,17
腃,8927,肉 130.8,肉,12
腵,8928,肉 130.9,肉,13
蓳,8929,艸 140.11,艸,14
覇,8930,襾 146.13,襾,19
醱,8931,酉 164.12,酉,19
銝,8932,金 167.6,金,14
巛,8933,巛 47.0,巛,3
鐴,8934,金 167.13,金,21
鑵,8935,金 167.18,金,25
隩,8936,阜 170.13,阜,14
颺,8937,風 182.9,風,18
飮,8938,食 184.4,食,13
飰,8939,食 184.4,食,12
餇,8940,食 184.6,食,14
饐,8941,食 184.12,食,20
痃,8942,疒 104.5,疒,10
駞,8943,馬 187.5,馬,15
鴜,8944,鳥 196.5,鳥,17
㳠,8945,水 85.6,水,9
䁖,8946,目 109.9,目,14
睅,8947,目 109.7,目,12
睍,8948,目 109.7,目,12
碭,8949,石 112.9,石,14
碽,8950,石 112.10,石,15
磸,8951,石 112.12,石,17
礉,8952,石 112.13,石,18
礽,8953,示 113.2,示,6
祾,8954,示 113.8,示,12
禌,8955,示 113.9,示,13
筥,8956,竹 118.7,竹,12
簴,8957,竹 118.13,竹,19
紣,8958,糸 120.4,糸,10
絍,8959,糸 120.6,糸,12
縆,8960,糸 120.9,糸,15
繀,8961,糸 120.11,糸,17
繃,8962,糸 120.11,糸,17
羕,8963,羊 123.5,羊,11
羵,8964,羊 123.12,羊,18
耇,8965,老 125.5,老,9
聫,8966,耳 128.9,耳,15
脗,8967,肉 130.7,肉,11
臯,8968,自 132.6,自,12
艁,8969,舟 137.7,舟,13
艂,8970,舟 137.7,舟,13
茞,8971,艸 140.6,艸,9
葨,8972,艸 140.9,艸,12
蒄,8973,艸 140.9,艸,12
蒭,8974,艸 140.10,艸,13
薂,8975,艸 140.13,艸,16
藯,8976,艸 140.15,艸,18
蜆,8977,虫 142.7,虫,13
螑,8978,虫 142.10,虫,16
蟼,8979,虫 142.13,虫,18
衟,8980,行 144.10,行,16
褑,8981,衣 145.9,衣,14
褠,8982,衣 145.10,衣,15
訐,8983,言 149.3,言,10
訔,8984,言 149.3,言,10
詖,8985,言 149.5,言,12
詗,8986,言 149.5,言,12
詪,8987,言 149.6,言,13
諈,8988,言 149.8,言,15
諑,8989,言 149.8,言,15
讌,8990,言 149.16,言,23
豗,8991,豕 152.3,豕,10
豷,8992,豕 152.12,豕,19
貗,8993,豸 153.11,豸,18
貣,8994,貝 154.3,貝,10
賯,8995,貝 154.9,貝,16
贋,8996,貝 154.12,貝,19
冱,8997,冫 15.4,冫,6
輀,8998,車 159.6,車,13
蒈,8999,艸 140.9,艸,12
轓,9000,車 159.12,車,19
迋,9001,辵 162.4,辵,7
逓,9002,辵 162.7,辵,10
鄺,9003,邑 163.15,邑,16
酳,9004,酉 164.7,酉,14
鈪,9005,金 167.4,金,12
尜,9006,小 42.6,小,9
鐐,9007,金 167.12,金,20
轷,9008,車 159.5,車,9
霘,9009,雨 173.9,雨,17
鞄,9010,革 177.5,革,14
騧,9011,馬 187.9,馬,18
髽,9012,髟 190.7,髟,17
魣,9013,魚 195.4,魚,15
鯀,9014,魚 195.7,魚,18
鰰,9015,魚 195.10,魚,20
鴹,9016,鳥 196.6,鳥,17
鼪,9017,鼠 208.5,鼠,18
龔,9018,龍 212.6,龍,22
秊,9019,禾 115.3,禾,8
䴔,9020,鳥 196.6,鳥,17
眮,9021,目 109.6,目,11
笀,9022,竹 118.3,竹,9
籣,9023,竹 118.17,竹,23
藑,9024,艸 140.14,艸,17
垲,9025,土 32.6,土,9
鍳,9026,金 167.9,金,17
鵬,9027,鳥 196.8,鳥,19
禔,9028,示 113.9,示,13
穯,9029,禾 115.15,禾,20
茿,9030,艸 140.6,艸,9
莂,9031,艸 140.7,艸,10
薃,9032,艸 140.13,艸,16
襛,9033,衣 145.13,衣,18
谻,9034,谷 150.4,谷,11
賚,9035,貝 154.8,貝,15
魳,9036,魚 195.4,魚,15
鵄,9037,鳥 196.6,鳥,17
㭎,9038,木 75.4,木,8
穄,9039,禾 115.11,禾,16
穵,9040,穴 116.1,穴,6
篛,9041,竹 118.10,竹,16
簑,9042,竹 118.10,竹,16
絭,9043,糸 120.6,糸,12
緅,9044,糸 120.8,糸,14
緍,9045,糸 120.8,糸,14
罇,9046,缶 121.12,缶,18
耑,9047,而 126.3,而,9
艒,9048,舟 137.9,舟,15
豠,9049,豕 152.5,豕,12
蹎,9050,足 157.10,足,17
辢,9051,辛 160.7,辛,14
醻,9052,酉 164.14,酉,21
鐍,9053,金 167.12,金,20
鑮,9054,金 167.17,金,24
闍,9055,門 169.9,門,16
頳,9056,頁 181.7,頁,16
驈,9057,馬 187.12,馬,22
髲,9058,髟 190.5,髟,15
鱮,9059,魚 195.14,魚,24
麰,9060,麥 199.6,麥,17
鼄,9061,黽 205.6,黽,19
鼅,9062,黽 205.8,黽,21
鼖,9063,鼓 207.5,鼓,18
㩳,9064,手 64.18,手,21
眣,9065,目 109.5,目,10
睎,9066,目 109.7,目,12
瞣,9067,目 109.11,目,16
矀,9068,目 109.13,目,18
硊,9069,石 112.6,石,11
碅,9070,石 112.8,石,13
磪,9071,石 112.11,石,16
礒,9072,石 112.13,石,18
禞,9073,示 113.10,示,14
秠,9074,禾 115.5,禾,10
穙,9075,禾 115.12,禾,17
穱,9076,禾 115.18,禾,22
窯,9077,穴 116.10,穴,15
竢,9078,立 117.7,立,12
笍,9079,竹 118.4,竹,10
筩,9080,竹 118.7,竹,13
篳,9081,竹 118.11,竹,16
簠,9082,竹 118.12,竹,18
粃,9083,米 119.4,米,10
粖,9084,米 119.5,米,11
糓,9085,米 119.10,米,16
糺,9086,糸 120.1,糸,7
紭,9087,糸 120.5,糸,11
紾,9088,糸 120.5,糸,11
絶,9089,糸 120.6,糸,12
綅,9090,糸 120.7,糸,13
繂,9091,糸 120.11,糸,17
繋,9092,糸 120.13,糸,17
繣,9093,糸 120.12,糸,18
罙,9094,网 122.4,网,8
罥,9095,网 122.7,网,12
罼,9096,网 122.11,网,15
羗,9097,羊 123.4,羊,9
羜,9098,羊 123.5,羊,11
翭,9099,羽 124.9,羽,15
耮,9100,耒 127.12,耒,18
聸,9101,耳 128.13,耳,19
肸,9102,肉 130.4,肉,8
胹,9103,肉 130.6,肉,10
脣,9104,肉 130.7,肉,11
腬,9105,肉 130.9,肉,13
膄,9106,肉 130.10,肉,13
膆,9107,肉 130.10,肉,14
膋,9108,肉 130.10,肉,14
臕,9109,肉 130.15,肉,19
舃,9110,臼 134.6,臼,12
艫,9111,舟 137.16,舟,22
艭,9112,舟 137.18,舟,24
艶,9113,色 139.13,色,19
艼,9114,艸 140.2,艸,5
荢,9115,艸 140.6,艸,9
荳,9116,艸 140.7,艸,10
萚,9117,艸 140.16,艸,11
蓗,9118,艸 140.10,艸,13
蓱,9119,艸 140.11,艸,12
蕋,9120,艸 140.12,艸,15
蕟,9121,艸 140.12,艸,15
薐,9122,艸 140.13,艸,16
薠,9123,艸 140.13,艸,16
藺,9124,艸 140.16,艸,19
蘓,9125,艸 140.16,艸,19
蘪,9126,艸 140.17,艸,20
虵,9127,虫 142.3,虫,9
蚾,9128,虫 142.5,虫,11
蛖,9129,虫 142.6,虫,13
蛜,9130,虫 142.6,虫,12
蝍,9131,虫 142.9,虫,13
蝨,9132,虫 142.9,虫,15
蟂,9133,虫 142.11,虫,17
蟜,9134,虫 142.12,虫,18
蠏,9135,虫 142.13,虫,19
衕,9136,行 144.6,行,12
衘,9137,行 144.6,行,13
袟,9138,衣 145.5,衣,10
袬,9139,衣 145.5,衣,11
誾,9140,言 149.8,言,15
譅,9141,言 149.12,言,21
譌,9142,言 149.12,言,19
譸,9143,言 149.14,言,21
讜,9144,言 149.20,言,27
趝,9145,走 156.8,走,15
趡,9146,走 156.8,走,15
跾,9147,足 157.7,足,14
踀,9148,足 157.7,足,14
踸,9149,足 157.9,足,16
蹡,9150,足 157.11,足,18
垌,9151,土 32.6,土,9
蹳,9152,足 157.12,足,19
躛,9153,足 157.16,足,23
躩,9154,足 157.20,足,27
躶,9155,身 158.8,身,15
軏,9156,車 159.3,車,10
軬,9157,車 159.5,車,12
輵,9158,車 159.9,車,16
轗,9159,車 159.13,車,20
轥,9160,車 159.20,車,26
逷,9161,辵 162.8,辵,11
遈,9162,辵 162.9,辵,12
邌,9163,辵 162.15,辵,18
鄟,9164,邑 163.11,邑,13
醎,9165,酉 164.9,酉,16
釭,9166,金 167.3,金,11
鈸,9167,金 167.5,金,13
怊,9168,心 61.5,心,8
銌,9169,金 167.6,金,14
鋂,9170,金 167.7,金,15
鋎,9171,金 167.7,金,15
鍐,9172,金 167.9,金,17
鎴,9173,金 167.10,金,18
鎸,9174,金 167.10,金,18
鑘,9175,金 167.15,金,23
閔,9176,門 169.4,門,12
雋,9177,隹 172.5,隹,12
膪,9178,肉 130.12,肉,16
霣,9179,雨 173.10,雨,18
靃,9180,雨 173.16,雨,24
韍,9181,韋 178.5,韋,14
颩,9182,風 182.3,風,12
飦,9183,食 184.3,食,11
餔,9184,食 184.7,食,15
駋,9185,馬 187.5,馬,15
騄,9186,馬 187.8,馬,18
骩,9187,骨 188.2,骨,11
骻,9188,骨 188.6,骨,15
骾,9189,骨 188.7,骨,16
鬙,9190,髟 190.12,髟,22
鬽,9191,鬼 194.3,鬼,12
魫,9192,魚 195.4,魚,15
鯈,9193,魚 195.7,魚,17
鯩,9194,魚 195.8,魚,19
鯬,9195,魚 195.8,魚,19
鰌,9196,魚 195.9,魚,20
鲓,9197,魚 195.6,魚,14
鴂,9198,鳥 196.4,鳥,15
鶍,9199,鳥 196.8,鳥,19
鶠,9200,鳥 196.9,鳥,20
鷁,9201,鳥 196.10,鳥,21
鷖,9202,鳥 196.11,鳥,22
鸇,9203,鳥 196.13,鳥,24
鸘,9204,鳥 196.17,鳥,28
鸧,9205,鳥 196.4,鳥,9
鹙,9206,鳥 196.9,鳥,14
麏,9207,鹿 198.7,鹿,18
黮,9208,黑 203.9,黑,21
齯,9209,齒 211.8,齒,23
龓,9210,龍 212.6,龍,22
盓,9211,皿 108.6,皿,11
眕,9212,目 109.5,目,10
睘,9213,目 109.8,目,13
睩,9214,目 109.8,目,13
矂,9215,目 109.13,目,18
矵,9216,石 112.2,石,7
矺,9217,石 112.3,石,8
砪,9218,石 112.5,石,10
硂,9219,石 112.6,石,11
碒,9220,石 112.8,石,13
磣,9221,石 112.11,石,16
祤,9222,示 113.6,示,10
禩,9223,示 113.12,示,15
稑,9224,禾 115.8,禾,13
穐,9225,禾 115.11,禾,16
穛,9226,禾 115.12,禾,17
竂,9227,穴 116.12,穴,17
笉,9228,竹 118.4,竹,10
篟,9229,竹 118.10,竹,16
篺,9230,竹 118.11,竹,17
紂,9231,糸 120.3,糸,9
紻,9232,糸 120.5,糸,11
綹,9233,糸 120.8,糸,14
緐,9234,糸 120.8,糸,14
縈,9235,糸 120.10,糸,16
繖,9236,糸 120.12,糸,18
繯,9237,糸 120.13,糸,19
繴,9238,糸 120.13,糸,19
纀,9239,糸 120.14,糸,20
羉,9240,网 122.19,网,24
翈,9241,羽 124.5,羽,11
耡,9242,耒 127.7,耒,13
腀,9243,肉 130.8,肉,12
艩,9244,舟 137.14,舟,20
苅,9245,艸 140.4,艸,7
莁,9246,艸 140.7,艸,10
菞,9247,艸 140.8,艸,11
菳,9248,艸 140.8,艸,11
萈,9249,艸 140.8,艸,11
蒁,9250,艸 140.9,艸,11
蒑,9251,艸 140.10,艸,13
蓔,9252,艸 140.10,艸,13
蓕,9253,艸 140.10,艸,13
蔙,9254,艸 140.11,艸,14
蔿,9255,艸 140.12,艸,15
蕧,9256,艸 140.12,艸,15
薆,9257,艸 140.13,艸,16
薗,9258,艸 140.13,艸,16
薝,9259,艸 140.13,艸,16
藀,9260,艸 140.14,艸,17
蘌,9261,艸 140.16,艸,20
虋,9262,艸 140.25,艸,29
蚿,9263,虫 142.5,虫,11
蜫,9264,虫 142.7,虫,14
蜽,9265,虫 142.8,虫,14
螥,9266,虫 142.10,虫,16
蠚,9267,虫 142.15,虫,20
袽,9268,衣 145.6,衣,11
裶,9269,衣 145.8,衣,13
裺,9270,衣 145.8,衣,13
褣,9271,衣 145.10,衣,15
褸,9272,衣 145.11,衣,16
詅,9273,言 149.5,言,12
詇,9274,言 149.5,言,12
詐,9275,言 149.5,言,12
誻,9276,言 149.8,言,15
諧,9277,言 149.9,言,16
謚,9278,言 149.10,言,17
豧,9279,豕 152.7,豕,14
貮,9280,貝 154.4,貝,11
賡,9281,貝 154.8,貝,15
賱,9282,貝 154.9,貝,16
赑,9283,貝 154.14,貝,12
赹,9284,走 156.4,走,11
赽,9285,走 156.4,走,11
踃,9286,足 157.7,足,14
蹞,9287,足 157.11,足,18
蹧,9288,足 157.11,足,18
躻,9289,身 158.8,身,15
躿,9290,身 158.10,身,18
輻,9291,車 159.9,車,16
郟,9292,邑 163.7,邑,9
鄑,9293,邑 163.10,邑,12
酼,9294,酉 164.7,酉,14
醁,9295,酉 164.8,酉,15
醕,9296,酉 164.9,酉,16
醥,9297,酉 164.11,酉,18
釪,9298,金 167.3,金,11
鈵,9299,金 167.5,金,13
銒,9300,金 167.6,金,14
銙,9301,金 167.6,金,14
鋺,9302,金 167.8,金,16
錗,9303,金 167.8,金,16
錥,9304,金 167.8,金,16
鍓,9305,金 167.9,金,17
鍟,9306,金 167.9,金,17
鎍,9307,金 167.10,金,18
鎘,9308,金 167.10,金,18
鏿,9309,金 167.12,金,20
鐎,9310,金 167.12,金,20
鐤,9311,金 167.13,金,20
鐿,9312,金 167.13,金,21
鑊,9313,金 167.14,金,21
锧,9314,金 167.15,金,13
閧,9315,門 169.6,門,14
闛,9316,門 169.11,門,19
隝,9317,阜 170.11,阜,13
隥,9318,阜 170.12,阜,14
隦,9319,阜 170.13,阜,15
靄,9320,雨 173.16,雨,24
靱,9321,革 177.3,革,12
鞪,9322,革 177.9,革,18
鞺,9323,革 177.11,革,20
鞿,9324,革 177.12,革,21
韟,9325,韋 178.10,韋,19
顀,9326,頁 181.8,頁,17
飀,9327,風 182.10,風,19
飥,9328,食 184.3,食,11
飪,9329,食 184.4,食,12
餒,9330,食 184.7,食,15
饆,9331,食 184.11,食,18
馿,9332,馬 187.4,馬,14
癀,9333,疒 104.11,疒,16
驦,9334,馬 187.17,馬,27
髉,9335,骨 188.10,骨,19
鬉,9336,髟 190.9,髟,19
鬸,9337,鬲 193.10,鬲,20
魛,9338,魚 195.2,魚,13
鳷,9339,鳥 196.4,鳥,15
鵋,9340,鳥 196.7,鳥,18
鵏,9341,鳥 196.7,鳥,18
鵨,9342,鳥 196.8,鳥,19
鵼,9343,鳥 196.8,鳥,19
鷵,9344,鳥 196.12,鳥,22
鷼,9345,鳥 196.12,鳥,23
鸍,9346,鳥 196.14,鳥,25
鸓,9347,鳥 196.15,鳥,26
鸖,9348,鳥 196.16,鳥,27
鹠,9349,鳥 196.10,鳥,15
黶,9350,黑 203.14,黑,26
鼉,9351,黽 205.12,黽,25
齰,9352,齒 211.8,齒,23
碀,9353,石 112.8,石,11
礇,9354,石 112.13,石,17
禪,9355,示 113.12,示,16
筣,9356,竹 118.7,竹,13
箏,9357,竹 118.8,竹,14
糧,9358,米 119.12,米,18
紐,9359,糸 120.4,糸,10
紳,9360,糸 120.5,糸,11
綀,9361,糸 120.7,糸,13
緱,9362,糸 120.9,糸,15
缾,9363,缶 121.6,缶,12
羷,9364,羊 123.13,羊,19
耊,9365,老 125.6,老,10
臚,9366,肉 130.16,肉,20
艍,9367,舟 137.8,舟,14
葏,9368,艸 140.9,艸,12
蠅,9369,虫 142.13,虫,19
詛,9370,言 149.5,言,12
誽,9371,言 149.8,言,15
諂,9372,言 149.8,言,15
賂,9373,貝 154.6,貝,13
輧,9374,車 159.8,車,15
輽,9375,車 159.10,車,17
釦,9376,金 167.3,金,11
鈕,9377,金 167.4,金,12
鏍,9378,金 167.11,金,19
鏽,9379,金 167.12,金,21
鐲,9380,金 167.13,金,21
颱,9381,風 182.5,風,14
饝,9382,食 184.16,食,24
騇,9383,馬 187.8,馬,18
髏,9384,骨 188.11,骨,20
腂,9385,肉 130.8,肉,12
臗,9386,肉 130.15,肉,18
眀,9387,目 109.4,目,9
砫,9388,石 112.5,石,10
祙,9389,示 113.5,示,9
祳,9390,示 113.7,示,11
粧,9391,米 119.6,米,12
蕣,9392,艸 140.12,艸,15
觓,9393,角 148.2,角,9
趹,9394,足 157.4,足,11
鄍,9395,邑 163.10,邑,12
鈡,9396,金 167.4,金,12
羭,9397,羊 123.9,羊,15
蝄,9398,虫 142.8,虫,14
衸,9399,衣 145.4,衣,9
謡,9400,言 149.10,言,17
閏,9401,門 169.4,門,12
盪,9402,皿 108.12,皿,17
眲,9403,目 109.6,目,11
睋,9404,目 109.7,目,12
矃,9405,目 109.14,目,19
矒,9406,目 109.16,目,20
硟,9407,石 112.7,石,11
碩,9408,石 112.9,石,14
磄,9409,石 112.10,石,15
礂,9410,石 112.12,石,17
礊,9411,石 112.13,石,18
祰,9412,示 113.7,示,11
祹,9413,示 113.8,示,12
禐,9414,示 113.9,示,13
秳,9415,禾 115.6,禾,11
秼,9416,禾 115.6,禾,11
稄,9417,禾 115.7,禾,12
稇,9418,禾 115.7,禾,12
稈,9419,禾 115.7,禾,12
稘,9420,禾 115.8,禾,13
稙,9421,禾 115.8,禾,13
穢,9422,禾 115.13,禾,18
竸,9423,立 117.17,立,22
竾,9424,竹 118.3,竹,9
笐,9425,竹 118.4,竹,10
笜,9426,竹 118.5,竹,11
筂,9427,竹 118.6,竹,12
箒,9428,竹 118.8,竹,14
箛,9429,竹 118.8,竹,14
箞,9430,竹 118.8,竹,14
箤,9431,竹 118.8,竹,14
箷,9432,竹 118.9,竹,15
箹,9433,竹 118.9,竹,15
箿,9434,竹 118.9,竹,15
篜,9435,竹 118.10,竹,16
簞,9436,竹 118.12,竹,18
簤,9437,竹 118.12,竹,18
簨,9438,竹 118.12,竹,18
簹,9439,竹 118.13,竹,19
簽,9440,竹 118.13,竹,19
籬,9441,竹 118.19,竹,24
粔,9442,米 119.5,米,10
粸,9443,米 119.8,米,14
紇,9444,糸 120.3,糸,9
紝,9445,糸 120.4,糸,10
紺,9446,糸 120.5,糸,11
絆,9447,糸 120.5,糸,11
絳,9448,糸 120.6,糸,12
綄,9449,糸 120.7,糸,13
綊,9450,糸 120.7,糸,13
綏,9451,糸 120.7,糸,13
綒,9452,糸 120.7,糸,13
綔,9453,糸 120.7,糸,13
綗,9454,糸 120.7,糸,13
綴,9455,糸 120.8,糸,14
緝,9456,糸 120.9,糸,15
緞,9457,糸 120.9,糸,15
緦,9458,糸 120.9,糸,15
緰,9459,糸 120.9,糸,15
緶,9460,糸 120.9,糸,15
縣,9461,糸 120.10,糸,16
縹,9462,糸 120.11,糸,17
繜,9463,糸 120.12,糸,18
繝,9464,糸 120.12,糸,18
繩,9465,糸 120.13,糸,19
纏,9466,糸 120.15,糸,21
罃,9467,缶 121.10,缶,16
罝,9468,网 122.5,网,10
罰,9469,网 122.9,网,14
羴,9470,羊 123.12,羊,18
翢,9471,羽 124.8,羽,14
聡,9472,耳 128.8,耳,14
聹,9473,耳 128.14,耳,20
聻,9474,耳 128.14,耳,20
聾,9475,耳 128.16,耳,22
脕,9476,肉 130.7,肉,11
脟,9477,肉 130.7,肉,11
脳,9478,肉 130.7,肉,11
脽,9479,肉 130.8,肉,12
脿,9480,肉 130.8,肉,12
臈,9481,肉 130.13,肉,16
艑,9482,舟 137.9,舟,15
艙,9483,舟 137.10,舟,16
艢,9484,舟 137.13,舟,19
芻,9485,艸 140.4,艸,10
茻,9486,艸 140.6,艸,12
荊,9487,艸 140.6,艸,9
菐,9488,艸 140.8,艸,12
菓,9489,艸 140.8,艸,11
菙,9490,艸 140.8,艸,11
菚,9491,艸 140.8,艸,11
菣,9492,艸 140.8,艸,11
菦,9493,艸 140.8,艸,10
菨,9494,艸 140.8,艸,11
葔,9495,艸 140.9,艸,12
葠,9496,艸 140.9,艸,12
葮,9497,艸 140.9,艸,12
葲,9498,艸 140.9,艸,12
蓙,9499,艸 140.10,艸,13
蔁,9500,艸 140.11,艸,14
蕛,9501,艸 140.12,艸,15
蕜,9502,艸 140.12,艸,15
蕦,9503,艸 140.12,艸,15
蕵,9504,艸 140.12,艸,15
蕷,9505,艸 140.13,艸,16
薖,9506,艸 140.13,艸,14
藨,9507,艸 140.15,艸,18
藮,9508,艸 140.16,艸,19
藰,9509,艸 140.15,艸,18
藳,9510,艸 140.15,艸,18
藵,9511,艸 140.15,艸,18
虃,9512,艸 140.20,艸,23
虘,9513,虍 141.5,虍,11
虜,9514,虍 141.6,虍,13
虝,9515,虍 141.6,虍,12
蛥,9516,虫 142.6,虫,12
蛶,9517,虫 142.7,虫,13
蜠,9518,虫 142.8,虫,14
蝸,9519,虫 142.9,虫,14
螐,9520,虫 142.10,虫,16
螖,9521,虫 142.10,虫,15
螡,9522,虫 142.10,虫,16
螢,9523,虫 142.10,虫,16
蟳,9524,虫 142.12,虫,18
蠌,9525,虫 142.13,虫,19
蠍,9526,虫 142.13,虫,19
蠒,9527,虫 142.14,虫,20
蠗,9528,虫 142.14,虫,20
蠝,9529,虫 142.15,虫,21
蠟,9530,虫 142.15,虫,21
袘,9531,衣 145.5,衣,10
褜,9532,衣 145.9,衣,15
褨,9533,衣 145.10,衣,14
襾,9534,襾 146.0,襾,6
覊,9535,襾 146.19,襾,25
覚,9536,見 147.5,見,12
覛,9537,見 147.6,見,13
覟,9538,見 147.7,見,14
覠,9539,見 147.7,見,14
覯,9540,見 147.10,見,17
訜,9541,言 149.4,言,11
訡,9542,言 149.4,言,11
訮,9543,言 149.4,言,11
証,9544,言 149.5,言,12
詷,9545,言 149.6,言,13
詺,9546,言 149.6,言,13
諉,9547,言 149.8,言,15
諒,9548,言 149.8,言,15
諘,9549,言 149.8,言,15
諦,9550,言 149.9,言,16
諺,9551,言 149.9,言,16
謀,9552,言 149.9,言,16
謠,9553,言 149.10,言,17
謩,9554,言 149.11,言,17
謸,9555,言 149.11,言,17
謽,9556,言 149.11,言,19
讍,9557,言 149.16,言,23
讛,9558,言 149.19,言,25
